OBJECTID,Y,X,Elevation,Aspect,Curvature,Profile,Plan,Slope,R,G,B,Rain,Valley_Depth,TPI,TRI,SPI,Dis_river,Dis_road,Geology,LULC,Slop_Length,MRVBF,MRRTF,TWI,NDVI,Gully
1012844,4140825.634600000455976,643151.416699999943376,1969,65.9244995,0.3821597,-0.4831644,-0.1010047,22.9664955,12625.0000000,11283.0000000,10745.5000000,384.7041321,168.4921875,1.5135136,1.8439089,1369.5811768,3042.8041992,1885.7794189,14,13.0000000,0.0000000,0.4953431,0.1072992,7.0827799,0.1655237,G
1012845,4140825.634600000455976,643152.416699999943376,1969,65.9244995,0.3821597,-0.4831644,-0.1010047,22.9664955,12821.0000000,11388.0000000,10709.0000000,384.7041321,168.4921875,1.5135136,1.8439089,1369.5811768,3042.8041992,1885.7794189,14,13.0000000,0.0000000,0.4953431,0.1072992,7.0827799,0.1655237,G
1012864,4140827.634600000455976,643156.416699999943376,1969,65.9244995,0.3821597,-0.4831644,-0.1010047,22.9664955,12821.0000000,11388.0000000,10709.0000000,384.7041321,168.4921875,1.5135136,1.8439089,1416.6982422,3042.8041992,1885.7794189,14,13.0000000,0.0000000,0.4953431,0.1072992,7.0827799,0.1655237,G
1012883,4140829.634600000455976,643159.416699999943376,1969,65.9244995,0.3821597,-0.4831644,-0.1010047,22.9664955,12821.0000000,11388.0000000,10709.0000000,384.7041321,170.6945801,1.5135136,2.1908903,1416.6982422,3042.8041992,1885.7794189,14,13.0000000,0.0000000,0.3734710,0.1041256,7.4585710,0.1558737,G
1012893,4140830.634600000455976,643161.416699999943376,1969,65.9244995,0.3821597,-0.4831644,-0.1010047,22.9664955,12821.0000000,11388.0000000,10709.0000000,384.7041321,170.6945801,1.5135136,2.1908903,1416.6982422,3022.1093750,1872.5472412,14,13.0000000,0.0000000,0.3734710,0.1041256,7.4585710,0.1558737,G
1012945,4140834.634600000455976,643166.416699999943376,1969,65.9244995,0.3821597,-0.4831644,-0.1010047,22.9664955,12821.0000000,11388.0000000,10709.0000000,384.7041321,174.6250000,1.5675676,4.3127718,1416.6982422,3041.2470703,1847.7216797,14,13.0000000,39.6235352,0.0246052,0.0013772,6.6691480,0.1558737,G
1012962,4140835.634600000455976,643168.416699999943376,1969,65.9244995,0.3821597,-0.4831644,-0.1010047,22.9664955,12821.0000000,11388.0000000,10709.0000000,384.7041321,174.6250000,1.5675676,4.3127718,1416.6982422,3041.2470703,1847.7216797,14,13.0000000,39.6235352,0.0246052,0.0013772,6.6691480,0.1558737,G
1012998,4140837.634600000455976,643172.416699999943376,1969,65.9244995,0.3821597,-0.4831644,-0.1010047,22.9664955,12821.0000000,11388.0000000,10709.0000000,384.7041321,174.6250000,1.5675676,4.3127718,1416.6982422,3041.2470703,1847.7216797,14,13.0000000,39.6235352,0.0246052,0.0013772,6.6691480,0.1502591,G
1013065,4140840.634600000455976,643176.416699999943376,1969,65.9244995,0.3821597,-0.4831644,-0.1010047,22.9664955,13038.0000000,11416.5000000,10685.0000000,384.7041321,174.6250000,1.5675676,4.3127718,1416.6982422,3041.2470703,1847.7216797,14,13.0000000,39.6235352,0.0246052,0.0013772,6.6691480,0.1502591,G
1013067,4140840.634600000455976,643178.416699999943376,1961,50.9061394,-1.1464790,0.5692939,-0.5771851,18.3948517,13038.0000000,11416.5000000,10685.0000000,384.7041321,174.6250000,1.5675676,4.3127718,1416.6982422,3041.2470703,1847.7216797,14,13.0000000,39.6235352,0.0246052,0.0013772,6.6691480,0.1502591,G
1013090,4140841.634600000455976,643180.416699999943376,1961,50.9061394,-1.1464790,0.5692939,-0.5771851,18.3948517,12908.5000000,11461.5000000,10830.5000000,384.7041321,174.6250000,1.5675676,4.3127718,1416.6982422,3041.2470703,1847.7216797,14,13.0000000,39.6235352,0.0246052,0.0013772,6.6691480,0.1502591,G
1013116,4140842.634600000455976,643183.416699999943376,1958,58.5704346,-1.1464790,0.7349224,-0.4115566,18.8226948,12908.5000000,11461.5000000,10830.5000000,384.7041321,174.6250000,1.5675676,4.3127718,1416.6982422,3041.2470703,1847.7216797,14,13.0000000,39.6235352,0.0246052,0.0013772,6.6691480,0.1502591,G
1013142,4140843.634600000455976,643185.416699999943376,1958,58.5704346,-1.1464790,0.7349224,-0.4115566,18.8226948,12908.5000000,11461.5000000,10830.5000000,384.7041321,174.6250000,1.5675676,4.3127718,1485.1424561,3041.2470703,1847.7216797,14,13.0000000,39.6235352,0.0246052,0.0013772,6.6691480,0.1502591,G
1013154,4140843.634600000455976,643206.416699999943376,1958,65.2248611,1.6560252,-1.3652110,0.2908142,25.5510483,12908.5000000,11461.5000000,10830.5000000,384.7041321,182.5551758,-1.9729730,4.2190046,1485.1424561,3020.8032227,1834.6452637,14,13.0000000,140.0903473,0.0252950,0.0005124,7.3360844,0.1502591,G
1013170,4140844.634600000455976,643187.416699999943376,1958,58.5704346,-1.1464790,0.7349224,-0.4115566,18.8226948,12908.5000000,11461.5000000,10830.5000000,384.7041321,174.6250000,1.5675676,4.3127718,1485.1424561,3041.2470703,1847.7216797,14,13.0000000,39.6235352,0.0246052,0.0013772,6.6691480,0.1502591,G
1013203,4140845.634600000455976,643190.416699999943376,1958,58.5704346,-1.1464790,0.7349224,-0.4115566,18.8226948,12908.5000000,11461.5000000,10830.5000000,384.7041321,174.6250000,1.5675676,4.3127718,1390.9434814,3020.8032227,1834.6452637,14,13.0000000,39.6235352,0.0246052,0.0013772,6.6691480,0.1502591,G
1013234,4140846.634600000455976,643192.416699999943376,1958,58.5704346,-1.1464790,0.7349224,-0.4115566,18.8226948,12908.5000000,11461.5000000,10830.5000000,384.7041321,182.5551758,-1.9729730,4.2190046,1390.9434814,3020.8032227,1834.6452637,14,13.0000000,140.0903473,0.0252950,0.0005124,7.3360844,0.1502591,G
1013244,4140846.634600000455976,643202.416699999943376,1958,58.5704346,-1.1464790,0.7349224,-0.4115566,18.8226948,12908.5000000,11461.5000000,10830.5000000,384.7041321,182.5551758,-1.9729730,4.2190046,1390.9434814,3020.8032227,1834.6452637,14,13.0000000,140.0903473,0.0252950,0.0005124,7.3360844,0.1502591,G
1013252,4140846.634600000455976,643210.416699999943376,1958,65.2248611,1.6560252,-1.3652110,0.2908142,25.5510483,12908.5000000,11461.5000000,10830.5000000,384.7041321,182.5551758,-1.9729730,4.2190046,1390.9434814,3020.8032227,1834.6452637,14,13.0000000,140.0903473,0.0252950,0.0005124,7.3360844,0.1502591,G
1013268,4140847.634600000455976,643195.416699999943376,1958,58.5704346,-1.1464790,0.7349224,-0.4115566,18.8226948,12908.5000000,11461.5000000,10830.5000000,384.7041321,182.5551758,-1.9729730,4.2190046,1390.9434814,3020.8032227,1834.6452637,14,13.0000000,140.0903473,0.0252950,0.0005124,7.3360844,0.1502591,G
1013285,4140847.634600000455976,643212.416699999943376,1958,65.2248611,1.6560252,-1.3652110,0.2908142,25.5510483,12908.5000000,11461.5000000,10830.5000000,384.7041321,182.5551758,-1.9729730,4.2190046,1427.2039795,3020.8032227,1834.6452637,14,13.0000000,140.0903473,0.0252950,0.0005124,7.3360844,0.1572460,G
1013301,4140848.634600000455976,643197.416699999943376,1958,58.5704346,-1.1464790,0.7349224,-0.4115566,18.8226948,12908.5000000,11461.5000000,10830.5000000,384.7041321,182.5551758,-1.9729730,4.2190046,1390.9434814,3020.8032227,1834.6452637,14,13.0000000,140.0903473,0.0252950,0.0005124,7.3360844,0.1502591,G
1013303,4140848.634600000455976,643199.416699999943376,1958,58.5704346,-1.1464790,0.7349224,-0.4115566,18.8226948,12908.5000000,11461.5000000,10830.5000000,384.7041321,182.5551758,-1.9729730,4.2190046,1390.9434814,3020.8032227,1834.6452637,14,13.0000000,140.0903473,0.0252950,0.0005124,7.3360844,0.1502591,G
1013305,4140848.634600000455976,643201.416699999943376,1958,58.5704346,-1.1464790,0.7349224,-0.4115566,18.8226948,12908.5000000,11461.5000000,10830.5000000,384.7041321,182.5551758,-1.9729730,4.2190046,1390.9434814,3020.8032227,1834.6452637,14,13.0000000,140.0903473,0.0252950,0.0005124,7.3360844,0.1502591,G
1013379,4140850.634600000455976,643214.416699999943376,1958,65.2248611,1.6560252,-1.3652110,0.2908142,25.5510483,12908.5000000,11461.5000000,10830.5000000,384.7041321,182.5551758,-1.9729730,4.2190046,1427.2039795,3020.8032227,1834.6452637,14,13.0000000,140.0903473,0.0252950,0.0005124,7.3360844,0.1572460,G
1013441,4140852.634600000455976,643216.416699999943376,1958,65.2248611,1.6560252,-1.3652110,0.2908142,25.5510483,12908.5000000,11461.5000000,10830.5000000,384.7041321,182.5551758,-1.9729730,4.2190046,1427.2039795,3020.8032227,1834.6452637,14,13.0000000,140.0903473,0.0252950,0.0005124,7.3360844,0.1572460,G
1013473,4140853.634600000455976,643218.416699999943376,1958,65.2248611,1.6560252,-1.3652110,0.2908142,25.5510483,12908.5000000,11461.5000000,10830.5000000,384.7041321,182.5551758,-1.9729730,4.2190046,1427.2039795,3000.4829102,1821.9082031,14,13.0000000,140.0903473,0.0252950,0.0005124,7.3360844,0.1572460,G
1014593,4140877.634600000455976,643136.416699999943376,1970,64.6538239,0.6369328,-0.5710432,0.0658896,9.3795700,12774.0000000,11557.5000000,10904.5000000,384.4900208,172.8974609,1.3783784,2.0493901,1108.2360840,3080.9599609,1836.5804443,14,13.0000000,0.0000000,0.2998197,0.1347955,8.0759649,0.1430340,G
1014596,4140877.634600000455976,643139.416699999943376,1970,64.6538239,0.6369328,-0.5710432,0.0658896,9.3795700,12774.0000000,11557.5000000,10904.5000000,384.4900208,172.8974609,1.3783784,2.0493901,1108.2360840,3080.9599609,1836.5804443,14,13.0000000,0.0000000,0.2998197,0.1347955,8.0759649,0.1430340,G
1014597,4140877.634600000455976,643140.416699999943376,1970,64.6538239,0.6369328,-0.5710432,0.0658896,9.3795700,12774.0000000,11557.5000000,10904.5000000,384.4900208,172.8974609,1.3783784,2.0493901,1108.2360840,3080.9599609,1836.5804443,14,13.0000000,0.0000000,0.2998197,0.1347955,8.0759649,0.1430340,G
1014599,4140877.634600000455976,643142.416699999943376,1970,64.6538239,0.6369328,-0.5710432,0.0658896,9.3795700,12774.0000000,11557.5000000,10904.5000000,384.4900208,172.8974609,1.3783784,2.0493901,1108.2360840,3080.9599609,1836.5804443,14,13.0000000,0.0000000,0.2998197,0.1347955,8.0759649,0.1430340,G
1014601,4140877.634600000455976,643150.416699999943376,1965,78.3106308,0.5095462,-0.6320333,-0.1224871,26.4241848,12774.0000000,11557.5000000,10904.5000000,384.5758972,172.8974609,1.3783784,2.0493901,1108.2360840,3080.9599609,1836.5804443,14,13.0000000,0.0000000,0.2998197,0.1347955,8.0759649,0.1430340,G
1014603,4140877.634600000455976,643152.416699999943376,1965,78.3106308,0.5095462,-0.6320333,-0.1224871,26.4241848,12509.5000000,11258.0000000,10758.0000000,384.5758972,172.8974609,1.3783784,2.0493901,1108.2360840,3080.9599609,1836.5804443,14,13.0000000,0.0000000,0.2998197,0.1347955,8.0759649,0.1430340,G
1014604,4140877.634600000455976,643153.416699999943376,1965,78.3106308,0.5095462,-0.6320333,-0.1224871,26.4241848,12509.5000000,11258.0000000,10758.0000000,384.5758972,172.8974609,1.3783784,2.0493901,1108.2360840,3080.9599609,1836.5804443,14,13.0000000,0.0000000,0.2998197,0.1347955,8.0759649,0.1430340,G
1014606,4140877.634600000455976,643155.416699999943376,1965,78.3106308,0.5095462,-0.6320333,-0.1224871,26.4241848,12509.5000000,11258.0000000,10758.0000000,384.5758972,172.8974609,1.3783784,2.0493901,1108.2360840,3080.9599609,1836.5804443,14,13.0000000,0.0000000,0.2998197,0.1347955,8.0759649,0.1430340,G
1014725,4140878.634600000455976,643157.416699999943376,1965,78.3106308,0.5095462,-0.6320333,-0.1224871,26.4241848,12509.5000000,11258.0000000,10758.0000000,384.5758972,172.8974609,1.3783784,2.0493901,1364.5249023,3080.9599609,1836.5804443,14,13.0000000,0.0000000,0.2998197,0.1347955,8.0759649,0.1430340,G
1015011,4140881.634600000455976,643185.416699999943376,1955,68.9624863,-1.5286386,1.1113379,-0.4173008,18.6420612,13193.0000000,11580.0000000,10772.5000000,384.5758972,176.8276367,1.7027028,4.5825758,1367.8547363,3060.5231934,1822.9910889,14,13.0000000,39.6235352,0.0084842,0.0013200,7.0657811,0.1466019,G
1015013,4140881.634600000455976,643187.416699999943376,1955,68.9624863,-1.5286386,1.1113379,-0.4173008,18.6420612,13193.0000000,11580.0000000,10772.5000000,384.5758972,176.8276367,1.7027028,4.5825758,1367.8547363,3060.5231934,1822.9910889,14,13.0000000,39.6235352,0.0084842,0.0013200,7.0657811,0.1466019,G
1015015,4140881.634600000455976,643189.416699999943376,1955,68.9624863,-1.5286386,1.1113379,-0.4173008,18.6420612,13193.0000000,11580.0000000,10772.5000000,384.5758972,176.8276367,1.7027028,4.5825758,1367.8547363,3040.2087402,1809.7359619,14,13.0000000,39.6235352,0.0084842,0.0013200,7.0657811,0.1466019,G
1015018,4140881.634600000455976,643192.416699999943376,1955,68.9624863,-1.5286386,1.1113379,-0.4173008,18.6420612,13193.0000000,11580.0000000,10772.5000000,384.5758972,185.7575684,-2.5945945,4.4497190,1367.8547363,3040.2087402,1809.7359619,14,13.0000000,168.1084137,0.0180769,0.0005486,7.7830257,0.1466019,G
1015091,4140882.634600000455976,643194.416699999943376,1955,68.9624863,-1.5286386,1.1113379,-0.4173008,18.6420612,13193.0000000,11580.0000000,10772.5000000,384.5758972,185.7575684,-2.5945945,4.4497190,1367.8547363,3040.2087402,1809.7359619,14,13.0000000,168.1084137,0.0180769,0.0005486,7.7830257,0.1466019,G
1016465,4140976.634600000455976,643301.416699999943376,1931,83.6598053,-0.7643193,0.6270133,-0.1373060,20.1998768,13411.5000000,11984.5000000,11046.5000000,384.5335083,205.3566895,0.8108108,3.6055512,1866.8598633,3041.2470703,1658.6123047,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1788207,G
1016466,4140976.634600000455976,643302.416699999943376,1931,83.6598053,-0.7643193,0.6270133,-0.1373060,20.1998768,13411.5000000,11984.5000000,11046.5000000,384.5335083,205.3566895,0.8108108,3.6055512,1866.8598633,3041.2470703,1658.6123047,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1788207,G
1016488,4140977.634600000455976,643298.416699999943376,1931,83.6598053,-0.7643193,0.6270133,-0.1373060,20.1998768,13411.5000000,11984.5000000,11046.5000000,384.5335083,205.3566895,0.8108108,3.6055512,1866.8598633,3060.5231934,1671.1768799,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1788207,G
1016490,4140977.634600000455976,643300.416699999943376,1931,83.6598053,-0.7643193,0.6270133,-0.1373060,20.1998768,13411.5000000,11984.5000000,11046.5000000,384.5335083,205.3566895,0.8108108,3.6055512,1866.8598633,3060.5231934,1671.1768799,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1788207,G
1016516,4140978.634600000455976,643295.416699999943376,1931,83.6598053,-0.7643193,0.6270133,-0.1373060,20.1998768,13411.5000000,11984.5000000,11046.5000000,384.5335083,205.3566895,0.8108108,3.6055512,1623.6162109,3060.5231934,1671.1768799,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1788207,G
1016517,4140978.634600000455976,643296.416699999943376,1931,83.6598053,-0.7643193,0.6270133,-0.1373060,20.1998768,13411.5000000,11984.5000000,11046.5000000,384.5335083,205.3566895,0.8108108,3.6055512,1866.8598633,3060.5231934,1671.1768799,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1788207,G
1016549,4140979.634600000455976,643292.416699999943376,1931,83.6598053,-0.7643193,0.6270133,-0.1373060,20.1998768,13254.5000000,11827.0000000,10947.0000000,384.5335083,205.3566895,0.8108108,3.6055512,1623.6162109,3060.5231934,1671.1768799,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1703103,G
1016550,4140979.634600000455976,643293.416699999943376,1931,83.6598053,-0.7643193,0.6270133,-0.1373060,20.1998768,13411.5000000,11984.5000000,11046.5000000,384.5335083,205.3566895,0.8108108,3.6055512,1623.6162109,3060.5231934,1671.1768799,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1703103,G
1016586,4140980.634600000455976,643197.416699999943376,1954,80.7066879,-0.5095462,0.6124137,0.1028675,24.8640881,13120.5000000,11547.5000000,10826.5000000,384.4476624,190.5710449,-0.8378378,5.0199599,1382.2864990,3119.1550293,1711.0863037,14,13.0000000,56.0361404,0.0011649,0.0000489,6.9564638,0.1542800,G
1016595,4140980.634600000455976,643289.416699999943376,1931,83.6598053,-0.7643193,0.6270133,-0.1373060,20.1998768,13254.5000000,11827.0000000,10947.0000000,384.5335083,205.3566895,0.8108108,3.6055512,1623.6162109,3060.5231934,1671.1768799,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1703103,G
1016636,4140981.634600000455976,643200.416699999943376,1954,80.7066879,-0.5095462,0.6124137,0.1028675,24.8640881,13120.5000000,11547.5000000,10826.5000000,384.4476624,190.5710449,-0.8378378,5.0199599,1382.2864990,3119.1550293,1711.0863037,14,13.0000000,56.0361404,0.0011649,0.0000489,6.9564638,0.1542800,G
1016637,4140981.634600000455976,643201.416699999943376,1954,80.7066879,-0.5095462,0.6124137,0.1028675,24.8640881,13120.5000000,11547.5000000,10826.5000000,384.4476624,190.5710449,-0.8378378,5.0199599,1382.2864990,3119.1550293,1711.0863037,14,13.0000000,56.0361404,0.0011649,0.0000489,6.9564638,0.1542800,G
1016657,4140981.634600000455976,643287.416699999943376,1939,84.4724579,0.8917059,-1.0092934,-0.1175876,13.8949718,13254.5000000,11827.0000000,10947.0000000,384.5335083,205.3566895,0.8108108,3.6055512,1623.6162109,3060.5231934,1671.1768799,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1703103,G
1016697,4140982.634600000455976,643203.416699999943376,1953,83.2338257,-0.6369328,0.6341514,-0.0027814,26.5069141,13120.5000000,11547.5000000,10826.5000000,384.4476624,190.5710449,-0.8378378,5.0199599,1382.2864990,3119.1550293,1711.0863037,14,13.0000000,56.0361404,0.0011649,0.0000489,6.9564638,0.1542800,G
1016698,4140982.634600000455976,643204.416699999943376,1953,83.2338257,-0.6369328,0.6341514,-0.0027814,26.5069141,13120.5000000,11547.5000000,10826.5000000,384.4476624,190.5710449,-0.8378378,5.0199599,1382.2864990,3119.1550293,1711.0863037,14,13.0000000,56.0361404,0.0011649,0.0000489,6.9564638,0.1542800,G
1016724,4140982.634600000455976,643279.416699999943376,1939,90.0000000,1.0190924,-1.0190924,-0.0000000,14.2765017,13254.5000000,11827.0000000,10947.0000000,384.5335083,205.3566895,0.8108108,3.6055512,1623.6162109,3060.5231934,1671.1768799,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1703103,G
1016725,4140982.634600000455976,643280.416699999943376,1939,90.0000000,1.0190924,-1.0190924,-0.0000000,14.2765017,13254.5000000,11827.0000000,10947.0000000,384.5335083,205.3566895,0.8108108,3.6055512,1623.6162109,3060.5231934,1671.1768799,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1703103,G
1016727,4140982.634600000455976,643282.416699999943376,1939,90.0000000,1.0190924,-1.0190924,-0.0000000,14.2765017,13254.5000000,11827.0000000,10947.0000000,384.5335083,205.3566895,0.8108108,3.6055512,1623.6162109,3060.5231934,1671.1768799,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1703103,G
1016729,4140982.634600000455976,643284.416699999943376,1939,90.0000000,1.0190924,-1.0190924,-0.0000000,14.2765017,13254.5000000,11827.0000000,10947.0000000,384.5335083,205.3566895,0.8108108,3.6055512,1623.6162109,3060.5231934,1671.1768799,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1703103,G
1016731,4140982.634600000455976,643286.416699999943376,1939,90.0000000,1.0190924,-1.0190924,-0.0000000,14.2765017,13254.5000000,11827.0000000,10947.0000000,384.5335083,205.3566895,0.8108108,3.6055512,1623.6162109,3060.5231934,1671.1768799,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1703103,G
1016771,4140983.634600000455976,643206.416699999943376,1948,85.9143829,0.3821597,-0.4972602,-0.1151005,25.0475311,13120.5000000,11547.5000000,10826.5000000,384.4476624,190.5710449,-0.8378378,5.0199599,1382.2864990,3119.1550293,1711.0863037,14,13.0000000,56.0361404,0.0011649,0.0000489,6.9564638,0.1542800,G
1016772,4140983.634600000455976,643207.416699999943376,1948,85.9143829,0.3821597,-0.4972602,-0.1151005,25.0475311,13120.5000000,11547.5000000,10826.5000000,384.4476624,190.5710449,-0.8378378,5.0199599,1382.2864990,3119.1550293,1711.0863037,14,13.0000000,56.0361404,0.0011649,0.0000489,6.9564638,0.1542800,G
1016817,4140983.634600000455976,643274.416699999943376,1939,90.0000000,1.0190924,-1.0190924,-0.0000000,14.2765017,13254.5000000,11827.0000000,10947.0000000,384.5335083,205.4279785,-4.4054055,4.4721360,1623.6162109,3060.5231934,1671.1768799,14,13.0000000,123.6777420,0.2014955,0.0002012,8.4383535,0.1703103,G
1016818,4140983.634600000455976,643275.416699999943376,1939,90.0000000,1.0190924,-1.0190924,-0.0000000,14.2765017,13254.5000000,11827.0000000,10947.0000000,384.5335083,205.3566895,0.8108108,3.6055512,1623.6162109,3060.5231934,1671.1768799,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1703103,G
1016820,4140983.634600000455976,643277.416699999943376,1939,90.0000000,1.0190924,-1.0190924,-0.0000000,14.2765017,13254.5000000,11827.0000000,10947.0000000,384.5335083,205.3566895,0.8108108,3.6055512,1623.6162109,3060.5231934,1671.1768799,14,13.0000000,0.0000000,0.2849839,0.0084112,6.8224416,0.1703103,G
1016867,4140984.634600000455976,643209.416699999943376,1948,85.9143829,0.3821597,-0.4972602,-0.1151005,25.0475311,13120.5000000,11547.5000000,10826.5000000,384.4476624,190.5710449,-0.8378378,5.0199599,1476.8936768,3119.1550293,1711.0863037,14,13.0000000,56.0361404,0.0011649,0.0000489,6.9564638,0.1542800,G
1016869,4140984.634600000455976,643211.416699999943376,1948,85.9143829,0.3821597,-0.4972602,-0.1151005,25.0475311,13120.5000000,11547.5000000,10826.5000000,384.4476624,190.5710449,-0.8378378,5.0199599,1476.8936768,3119.1550293,1711.0863037,14,13.0000000,56.0361404,0.0011649,0.0000489,6.9564638,0.1542800,G
1016870,4140984.634600000455976,643212.416699999943376,1948,85.9143829,0.3821597,-0.4972602,-0.1151005,25.0475311,13120.5000000,11547.5000000,10826.5000000,384.4476624,190.5710449,-0.8378378,5.0199599,1417.9012451,3119.1550293,1711.0863037,14,13.0000000,56.0361404,0.0011649,0.0000489,6.9564638,0.1631842,G
1016918,4140984.634600000455976,643268.416699999943376,1939,90.0000000,1.0190924,-1.0190924,-0.0000000,14.2765017,12964.0000000,11422.5000000,10672.0000000,384.5335083,205.4279785,-4.4054055,4.4721360,1609.1440430,3079.9348145,1684.1164551,14,13.0000000,123.6777420,0.2014955,0.0002012,8.4383535,0.1703103,G
1016922,4140984.634600000455976,643272.416699999943376,1939,90.0000000,1.0190924,-1.0190924,-0.0000000,14.2765017,13254.5000000,11827.0000000,10947.0000000,384.5335083,205.4279785,-4.4054055,4.4721360,1609.1440430,3079.9348145,1684.1164551,14,13.0000000,123.6777420,0.2014955,0.0002012,8.4383535,0.1703103,G
1016970,4140985.634600000455976,643213.416699999943376,1948,85.9143829,0.3821597,-0.4972602,-0.1151005,25.0475311,13120.5000000,11547.5000000,10826.5000000,384.4476624,190.5710449,-0.8378378,5.0199599,1417.9012451,3119.1550293,1711.0863037,14,13.0000000,56.0361404,0.0011649,0.0000489,6.9564638,0.1631842,G
1016972,4140985.634600000455976,643215.416699999943376,1948,85.9143829,0.3821597,-0.4972602,-0.1151005,25.0475311,13120.5000000,11547.5000000,10826.5000000,384.4476624,190.5710449,-0.8378378,5.0199599,1417.9012451,3119.1550293,1711.0863037,14,13.0000000,56.0361404,0.0011649,0.0000489,6.9564638,0.1631842,G
1016978,4140985.634600000455976,643221.416699999943376,1948,85.9143829,0.3821597,-0.4972602,-0.1151005,25.0475311,13106.0000000,11474.0000000,10714.5000000,384.4476624,195.4995117,-0.0270270,5.4954529,1417.9012451,3099.4797363,1697.4223633,14,13.0000000,95.6596756,0.0010094,0.0000423,7.6250339,0.1631842,G
1016979,4140985.634600000455976,643222.416699999943376,1948,85.9143829,0.3821597,-0.4972602,-0.1151005,25.0475311,13106.0000000,11474.0000000,10714.5000000,384.4476624,195.4995117,-0.0270270,5.4954529,1417.9012451,3099.4797363,1697.4223633,14,13.0000000,95.6596756,0.0010094,0.0000423,7.6250339,0.1631842,G
1016980,4140985.634600000455976,643223.416699999943376,1948,85.9143829,0.3821597,-0.4972602,-0.1151005,25.0475311,13106.0000000,11474.0000000,10714.5000000,384.4476624,195.4995117,-0.0270270,5.4954529,1417.9012451,3099.4797363,1697.4223633,14,13.0000000,95.6596756,0.0010094,0.0000423,7.6250339,0.1631842,G
1016981,4140985.634600000455976,643224.416699999943376,1948,85.9143829,0.3821597,-0.4972602,-0.1151005,25.0475311,13106.0000000,11474.0000000,10714.5000000,384.4476624,195.4995117,-0.0270270,5.4954529,1417.9012451,3099.4797363,1697.4223633,14,13.0000000,95.6596756,0.0010094,0.0000423,7.6250339,0.1631842,G
1016983,4140985.634600000455976,643226.416699999943376,1948,85.9143829,0.3821597,-0.4972602,-0.1151005,25.0475311,13106.0000000,11474.0000000,10714.5000000,384.4476624,195.4995117,-0.0270270,5.4954529,1417.9012451,3099.4797363,1697.4223633,14,13.0000000,95.6596756,0.0010094,0.0000423,7.6250339,0.1631842,G
1017012,4140985.634600000455976,643255.416699999943376,1939,88.4518433,-1.1464790,1.1464790,-0.0000000,16.5132332,12964.0000000,11422.5000000,10672.0000000,384.5335083,205.4279785,-4.4054055,4.4721360,1401.6629639,3079.9348145,1684.1164551,14,13.0000000,123.6777420,0.2014955,0.0002012,8.4383535,0.1665166,G
1017014,4140985.634600000455976,643257.416699999943376,1939,88.4518433,-1.1464790,1.1464790,-0.0000000,16.5132332,12964.0000000,11422.5000000,10672.0000000,384.5335083,205.4279785,-4.4054055,4.4721360,1401.6629639,3079.9348145,1684.1164551,14,13.0000000,123.6777420,0.2014955,0.0002012,8.4383535,0.1665166,G
1017015,4140985.634600000455976,643258.416699999943376,1939,88.4518433,-1.1464790,1.1464790,-0.0000000,16.5132332,12964.0000000,11422.5000000,10672.0000000,384.5335083,205.4279785,-4.4054055,4.4721360,1401.6629639,3079.9348145,1684.1164551,14,13.0000000,123.6777420,0.2014955,0.0002012,8.4383535,0.1665166,G
1017019,4140985.634600000455976,643262.416699999943376,1939,90.0000000,1.0190924,-1.0190924,-0.0000000,14.2765017,12964.0000000,11422.5000000,10672.0000000,384.5335083,205.4279785,-4.4054055,4.4721360,1401.6629639,3079.9348145,1684.1164551,14,13.0000000,123.6777420,0.2014955,0.0002012,8.4383535,0.1665166,G
1017020,4140985.634600000455976,643263.416699999943376,1939,90.0000000,1.0190924,-1.0190924,-0.0000000,14.2765017,12964.0000000,11422.5000000,10672.0000000,384.5335083,205.4279785,-4.4054055,4.4721360,1401.6629639,3079.9348145,1684.1164551,14,13.0000000,123.6777420,0.2014955,0.0002012,8.4383535,0.1665166,G
1017021,4140985.634600000455976,643264.416699999943376,1939,90.0000000,1.0190924,-1.0190924,-0.0000000,14.2765017,12964.0000000,11422.5000000,10672.0000000,384.5335083,205.4279785,-4.4054055,4.4721360,1401.6629639,3079.9348145,1684.1164551,14,13.0000000,123.6777420,0.2014955,0.0002012,8.4383535,0.1665166,G
